Variant;FW.root;FW.shoot;DW.root;DW.shoot;hydration.root;hydration.shoot;treatment
Gln 1 mM;1,2245;2,1029;0,0810000000000000;0,226200000000000;14,1172839506173;8,29664014146773;Gln 1 mM
Gln 5 mM;1,4713;2,1567;0,0893383800162770;0,224745921571484;NA;NA;Gln 5 mM
Gln 5 mM;1,5403;2,2054;0,0935281089778233;0,229820863093500;NA;NA;Gln 5 mM
Gln 5 mM;1,2965;1,9557;0,0787243999803596;0,203800064365629;NA;NA;Gln 5 mM
Gln 5 mM;0,9462;1,6138;0,0574539354118136;0,168171265466713;NA;NA;Gln 5 mM
Gln 5 mM;1,3381;2,0527;0,0812503814992050;0,213908264111738;NA;NA;Gln 5 mM
Gln 5 mM;1,0487;1,6387;0,0636778081445454;0,170766050762364;NA;NA;Gln 5 mM
Gln 5 mM;1,5674;2,2940;0,0999000000000000;0,227300000000000;14,6896896896897;9,09238891333040;Gln 5 mM
Gln 5 mM;1,3250;1,9919;0,0886000000000000;0,197800000000000;13,9548532731377;9,07027300303337;Gln 5 mM
Gln 5 mM;1,3488;2,0293;0,0856000000000000;0,200400000000000;14,7570093457944;9,12624750499002;Gln 5 mM
Gln 5 mM;1,5390;2,4407;0,0933000000000000;0,259300000000000;15,4951768488746;8,41264944080216;Gln 5 mM
Gln 5 mM;1,4701;2,1187;0,0848000000000000;0,217600000000000;16,3360849056604;8,73667279411765;Gln 5 mM
Gln 5 mM;1,5911;2,2072;0,0925000000000000;0,234200000000000;16,2010810810811;8,42442356959863;Gln 5 mM
Gln 5 mM;1,3042;1,9765;0,0837000000000000;0,204700000000000;14,5818399044205;8,65559355153884;Gln 5 mM
Gln 5 mM;1,2759;2,0047;0,0817000000000000;0,208800000000000;14,6168910648715;8,60105363984674;Gln 5 mM
Gln 5 mM;1,1963;1,8772;0,0771000000000000;0,192600000000000;14,5162127107652;8,74662512980270;Gln 5 mM
His 0.5 mM;1,1310;1,9834;0,0651000000000000;0,201500000000000;16,3732718894009;8,84317617866005;His 0.5 mM
His 0.5 mM;1,6332;2,4665;0,0915000000000000;0,257100000000000;16,8491803278689;8,59354336833917;His 0.5 mM
His 0.5 mM;1,4005;2,3732;0,0797000000000000;0,242000000000000;16,5721455457967;8,80661157024793;His 0.5 mM
His 0.5 mM;1,2687;NA;0,0746920996136888;NA;NA;NA;His 0.5 mM
His 0.5 mM;1,5149;NA;0,0891866175650486;NA;NA;NA;His 0.5 mM
His 0.5 mM;1,4116;NA;0,0831050428112896;NA;NA;NA;His 0.5 mM
His 1 mM;1,3759;2,3295;0,0810032788239208;0,242123989657345;NA;NA;His 1 mM
His 1 mM;1,2170;2,0697;0,0716483685796290;0,215120850566133;NA;NA;His 1 mM
His 1 mM;1,3366;2,1608;0,0786895722625573;0,224589618738610;NA;NA;His 1 mM
His 1 mM;1,2278;2,0835;0,0722841963369503;0,216555197446267;NA;NA;His 1 mM
His 1 mM;1,1401;1,8586;0,0671210394557396;0,193179500827277;NA;NA;His 1 mM
His 1 mM;1,1120;1,9483;0,0654667098278944;0,202502755548146;NA;NA;His 1 mM
His 1 mM;1,5097;2,5643;0,0877000000000000;0,261000000000000;16,2143671607754;8,82490421455939;His 1 mM
His 1 mM;1,4727;2,4083;0,0867000000000000;0,246700000000000;15,9861591695502;8,76205918119173;His 1 mM
His 1 mM;1,5701;2,3061;0,0937000000000000;0,248600000000000;15,7566702241195;8,27634754625905;His 1 mM
His 1 mM;1,3060;NA;0,0776266990305253;NA;NA;NA;His 1 mM
His 1 mM;1,4230;NA;0,0845810051458174;NA;NA;NA;His 1 mM
His 1 mM;1,4446;NA;0,0858648770440252;NA;NA;NA;His 1 mM
